profileid,follower_count,post_count,comment_count,mirror_count
28864,40,25,4,4
17957,40,23,1,11
95198,40,23,1,6
91183,40,22,76,63
16628,40,22,5,34
6618,40,22,1,11
58046,40,22,1,2
1002,40,21,3,5
111341,40,21,2,8
99671,40,20,10,6
109797,40,20,2,1
48938,40,20,1,1
15263,40,19,24,9
38612,40,19,2,15
98975,40,18,12,49
38657,40,18,9,34
98425,40,18,4,11
39039,40,18,3,32
49797,40,18,2,7
93814,40,18,2,3
38663,40,17,1,23
68052,40,17,1,2
38170,40,16,1,19
101162,40,15,3,5
63144,40,15,2,3
98418,40,14,72,70
47944,40,14,5,5
36019,40,14,2,6
10545,40,14,2,3
68657,40,14,1,5
14684,40,14,1,2
70946,40,13,3,5
38613,40,12,9,37
28039,40,12,4,8
112817,40,12,2,11
109945,40,11,7,9
47949,40,11,6,2
107859,40,11,5,3
36363,40,11,5,1
36012,40,11,1,4
29673,40,11,1,4
30578,40,10,1,4
21196,40,9,8,16
14766,40,9,2,2
22434,40,8,14,12
14833,40,8,3,29
48533,40,8,3,1
35678,40,7,6,9
68208,40,7,2,10
115394,40,7,1,7
23451,40,6,6,3
1588,40,6,5,1
27138,40,6,3,2
37107,40,6,1,5
6930,40,6,1,4
104665,40,6,1,2
396,40,6,1,1
24120,40,6,1,1
32655,40,5,10,2
112974,40,5,3,5
5061,40,5,1,4
35413,40,4,3,1
14408,40,4,2,5
18557,40,4,2,2
48825,40,4,1,11
67599,40,4,1,1
57864,40,4,1,1
41187,40,3,10,4
11687,40,3,5,10
4374,40,3,4,1
8438,40,3,2,2
41607,40,3,1,3
60320,40,2,6,8
13356,40,2,6,3
34097,40,2,5,4
15745,40,2,5,2
34073,40,2,3,51
10874,40,2,1,1
31861,40,2,1,1
13367,40,1,3,3
68616,40,1,2,4
110813,40,1,1,11
96097,40,1,1,1
50383,39,273,1,2
59468,39,237,1,5
95749,39,229,2,134
47275,39,212,5,62
70668,39,180,5,14
107233,39,179,4,36
85624,39,179,2,42
13955,39,176,10,7
39524,39,169,1,2
94155,39,160,1,9
53908,39,136,8,6
43618,39,125,1,1
75359,39,114,2,14
20296,39,111,36,38
50230,39,111,1,20
14356,39,101,15,16
49746,39,100,1,1
94138,39,97,3,3
70612,39,94,3,18
110421,39,93,1,2
55220,39,91,3,3
41640,39,90,4,6
45482,39,90,2,8
21302,39,89,10,17
105690,39,89,1,1
96794,39,88,12,91
55295,39,86,4,2
55463,39,85,2,1
60598,39,82,4,58
72793,39,81,31,29
37466,39,81,2,22
6595,39,77,9,9
1552,39,76,3,2
104910,39,75,4,14
40653,39,73,11,32
108760,39,70,9,11
95994,39,70,9,2
1620,39,69,4,7
39879,39,65,9,265
110823,39,65,2,1
36956,39,60,14,173
54565,39,59,2,7
44398,39,55,1,4
39767,39,53,1,9
4997,39,52,13,5
15992,39,52,6,4
4682,39,50,7,6
101293,39,49,2,9
1117,39,49,1,10
90293,39,48,1,20
101236,39,47,1,35
80549,39,46,1,3
79287,39,46,1,3
2544,39,45,9,4
8142,39,45,7,11
42361,39,45,1,13
1078,39,44,9,11
37864,39,44,2,2
21382,39,44,1,7
36700,39,43,3,7
76572,39,42,22,28
21866,39,41,24,12
51410,39,41,3,4
20548,39,40,13,6
66510,39,40,10,20
51422,39,40,3,4
51387,39,40,3,4
51453,39,40,3,4
22288,39,39,6,12
57117,39,39,4,7
51471,39,39,3,4
51452,39,39,3,4
50948,39,39,3,4
51371,39,39,3,4
80205,39,38,5,3
35219,39,37,14,40
23946,39,37,8,3
50989,39,37,3,4
4499,39,37,2,2
767,39,36,9,12
88205,39,36,5,5
29881,39,36,1,2
5406,39,35,6,2
51455,39,35,3,4
103067,39,35,2,3
51404,39,34,3,4
51373,39,34,3,4
4330,39,33,9,14
1617,39,33,5,3
52003,39,33,3,5
51975,39,33,3,4
51418,39,33,3,4
57660,39,33,2,6
11605,39,32,4,9
48284,39,32,4,3
50991,39,32,3,4
51427,39,32,3,4
2134,39,32,1,1
114021,39,31,66,130
60270,39,31,22,28
4822,39,31,9,2
8133,39,31,8,3
18865,39,31,6,5
57531,39,31,4,10
51980,39,31,3,5
51408,39,31,3,4
51973,39,31,3,4
72963,39,31,2,2
14076,39,30,17,5
18182,39,30,12,31
26411,39,30,6,4
51893,39,30,4,6
29959,39,30,3,14
51414,39,30,3,4
52010,39,30,3,4
5496,39,29,12,44
51928,39,29,3,4
52016,39,28,3,6
52008,39,28,3,4
14385,39,27,5,5
14578,39,27,2,1
29926,39,26,8,16
52018,39,26,3,6
52019,39,26,3,5
64125,39,26,2,3
599,39,25,15,11
8740,39,25,12,7
55763,39,25,7,29
28128,39,25,4,12
51974,39,25,3,4
51912,39,25,3,4
51377,39,25,3,4
7473,39,25,3,1
38668,39,25,2,16
65172,39,25,1,1
38549,39,24,8,31
37638,39,24,6,21
38216,39,24,3,24
510,39,24,3,1
38611,39,24,2,16
77285,39,24,2,2
34788,39,23,11,42
38944,39,23,3,26
26845,39,23,1,3
70511,39,23,1,2
85913,39,22,14,31
39047,39,22,5,27
39041,39,22,4,28
53928,39,22,2,3
87293,39,22,1,2
38846,39,21,11,43
29611,39,21,10,5
38581,39,21,6,30
66990,39,21,5,20
23860,39,21,2,7
80826,39,20,5,2
58753,39,20,4,6
94752,39,20,4,5
84133,39,20,3,26
38866,39,20,1,40
38319,39,19,5,28
28383,39,19,4,9
107610,39,18,15,50
38856,39,18,1,35
17426,39,17,15,8
38339,39,17,13,31
38879,39,17,11,30
17007,39,17,10,3
45445,39,17,1,5
3067,39,16,13,3
12174,39,16,7,41
89985,39,16,3,5
19489,39,16,2,3
89135,39,16,1,13
21205,39,15,7,15
34476,39,15,4,4
6029,39,15,2,2
20578,39,15,1,5
67411,39,15,1,1
13420,39,14,4,2
38649,39,14,1,23
38638,39,14,1,21
103062,39,14,1,4
88823,39,13,11,6
29404,39,13,10,11
102579,39,13,5,8
27298,39,13,2,2
32104,39,13,1,4
56849,39,13,1,4
52438,39,12,22,6
10439,39,12,8,1
32325,39,12,3,10
25381,39,12,3,7
14305,39,12,2,1
54591,39,11,4,3
8741,39,11,3,21
38644,39,10,9,39
38641,39,10,9,37
29620,39,10,6,1
27607,39,10,5,20
41496,39,10,4,5
14012,39,10,3,1
31138,39,10,2,2
52980,39,10,2,1
24453,39,10,2,1
52472,39,10,1,39
4282,39,10,1,1
1214,39,9,7,1
70109,39,9,4,4
12961,39,9,4,3
18042,39,9,3,1
3557,39,9,2,1
81918,39,9,1,7
17074,39,8,12,12
57022,39,8,6,36
49825,39,8,3,5
53368,39,8,2,1
72278,39,8,1,1
94775,39,8,1,1
16196,39,7,10,6
28304,39,7,2,2
48569,39,7,1,7
102364,39,6,15,13
48430,39,6,10,14
59551,39,6,3,1
113480,39,6,2,4
77276,39,5,17,23
1396,39,5,8,21
14261,39,5,5,9
89640,39,5,1,2
81905,39,5,1,2
37147,39,4,18,3
24920,39,4,6,7
48800,39,4,5,5
5771,39,4,1,4
9126,39,3,3,10
36602,39,3,2,4
53401,39,3,2,3
106786,39,3,1,2
44655,39,2,3,20
43312,39,2,2,5
40187,39,2,2,1
42591,39,2,1,5
74847,39,2,1,2
105089,39,2,1,1
47412,39,1,2,9
32809,39,1,2,8
57005,39,1,2,1
68558,39,1,1,7
39114,39,1,1,3
104572,39,1,1,1
92572,38,197,1,2
19077,38,156,5,111
61548,38,153,6,16
5690,38,145,1,1
31683,38,129,14,19
41456,38,121,4,76
99385,38,104,3,15
188,38,100,5,4
37200,38,97,2,25
74437,38,97,2,1
19542,38,96,4,3
49720,38,96,2,2
110825,38,92,14,37
87351,38,92,1,1
21366,38,88,1,6
18787,38,87,12,15
71396,38,87,3,1
57068,38,86,2,4
15692,38,84,6,12
97488,38,82,11,26
55405,38,82,3,3
105451,38,80,1,6
12531,38,79,11,2
803,38,79,5,1
72166,38,78,13,51
30321,38,78,10,6
27251,38,76,114,3
21665,38,75,10,43
13340,38,71,45,6
17424,38,70,12,39
98353,38,67,3,3
16310,38,62,3,12
45631,38,61,2,2
34298,38,61,1,1
26313,38,58,9,10
28963,38,57,54,26
14491,38,55,4,26
74358,38,55,2,1
1466,38,54,24,48
70811,38,52,9,13
25985,38,51,4,8
16953,38,49,5,7
805,38,48,5,6
32173,38,47,21,24
74898,38,47,9,23
88344,38,46,3,2
8384,38,45,13,4
39063,38,45,3,26
39647,38,45,3,3
9878,38,43,3,6
16018,38,43,3,3
50965,38,42,3,4
83541,38,41,12,70
4726,38,41,5,20
19471,38,40,16,30
50973,38,40,3,4
51417,38,40,3,4
1481,38,40,2,1
51381,38,39,3,4
65314,38,39,3,1
108558,38,39,1,3
6076,38,38,29,26
8317,38,38,6,23
51982,38,38,3,7
51403,38,38,3,4
51440,38,38,3,4
51438,38,38,3,4
66555,38,37,3,2
2007,38,36,7,2
82508,38,36,4,25
51924,38,36,3,4
1324,38,36,2,15
103001,38,36,2,5
22276,38,35,5,1
50963,38,35,3,4
51372,38,35,3,4
91368,38,35,2,17
32772,38,35,2,9
2591,38,34,4,2
52031,38,34,3,7
51999,38,34,3,4
51375,38,34,3,4
46585,38,33,12,8
47616,38,33,8,41
54947,38,33,6,19
9062,38,32,9,6
21201,38,32,7,10
57326,38,32,4,10
51988,38,32,3,10
51972,38,32,3,9
51370,38,32,3,4
51920,38,31,4,4
17081,38,31,3,14
51978,38,31,3,6
52021,38,30,3,4
50400,38,30,1,15
3205,38,29,12,38
51926,38,29,5,4
7042,38,29,4,3
50951,38,29,3,4
51409,38,29,3,4
83448,38,29,2,7
29182,38,29,2,2
97480,38,27,5,7
51885,38,27,4,4
36893,38,27,4,3
55517,38,27,2,24
107572,38,27,1,5
37724,38,27,1,4
78604,38,27,1,1
7294,38,26,15,3
4118,38,26,4,13
52005,38,26,3,4
110618,38,25,3,15
936,38,24,4,3
91965,38,24,1,5
38202,38,23,4,25
1006,38,23,4,1
104784,38,23,2,5
18080,38,22,4,5
106233,38,22,1,3
12957,38,21,32,38
3842,38,21,16,11
17742,38,21,3,2
99146,38,20,22,7
5202,38,20,7,2
47956,38,20,3,3
103806,38,19,5,1
109966,38,19,4,1
56009,38,19,2,3
5694,38,19,2,2
42312,38,19,1,4
61416,38,19,1,2
38600,38,18,14,34
38850,38,18,10,34
88306,38,18,7,4
4791,38,18,5,6
90576,38,17,9,10
109817,38,17,4,17
38598,38,17,1,28
28350,38,17,1,1
25446,38,16,95,94
49650,38,16,2,2
13711,38,16,1,1
905,38,15,9,8
28299,38,15,6,12
105988,38,15,6,5
45542,38,15,5,20
21089,38,15,2,5
44779,38,15,1,9
30538,38,14,10,24
17700,38,14,2,14
91695,38,14,1,13
88669,38,14,1,8
80693,38,13,18,14
2611,38,13,9,7
14281,38,13,6,4
30556,38,13,3,4
58587,38,13,2,3
109543,38,13,1,4
108452,38,13,1,4
36655,38,12,5,2
1705,38,12,3,9
39259,38,11,6,8
1172,38,11,3,1
2899,38,11,1,2
79639,38,10,8,11
51464,38,10,3,4
24956,38,10,3,1
30725,38,10,2,5
61850,38,10,2,4
63024,38,10,2,2
46525,38,10,1,2
1065,38,9,14,6
73497,38,9,2,1
97930,38,9,1,1
67810,38,8,49,57
66122,38,8,14,20
90581,38,8,10,3
3460,38,8,5,2
112015,38,8,3,6
22516,38,8,3,2
69577,38,8,2,3
111278,38,8,1,2
68897,38,7,18,18
50512,38,7,1,4
104348,38,7,1,1
15177,38,6,13,23
70013,38,6,4,1
5191,38,6,3,4
28935,38,6,2,2
88879,38,6,1,1
81703,38,6,1,1
14713,38,5,29,66
61220,38,5,15,16
67761,38,5,14,15
31936,38,5,1,3
27100,38,4,4,23
27458,38,4,2,1
27484,38,4,2,1
17865,38,3,3,1
40723,38,3,2,4
15695,38,3,2,2
24976,38,3,1,12
89831,38,3,1,10
5644,38,3,1,6
297,38,2,2,2
34897,38,2,2,1
8978,38,2,1,1
42032,38,1,20,96
10923,38,1,4,1
97981,38,1,3,7
47985,38,1,3,3
75936,38,1,1,2
49948,38,1,1,2
56680,38,1,1,1
1525,37,311,15,25
105011,37,205,1,148
43807,37,178,3,24
40026,37,164,1,2
102590,37,162,26,100
17228,37,162,8,21
59867,37,162,3,6
56480,37,152,2,1
93389,37,151,41,65
25745,37,137,4,7
47912,37,105,9,6
41200,37,97,5,27
55045,37,97,3,1
82024,37,92,14,77
58462,37,86,13,50
49851,37,85,7,4
83981,37,83,1,30
56559,37,83,1,4
58343,37,83,1,2
49030,37,79,1,1
98001,37,78,2,59
105944,37,77,2,28
30551,37,68,1,3
13133,37,67,5,25
61685,37,64,12,36
5539,37,64,2,3
28354,37,60,5,6
4813,37,59,63,1
49781,37,59,1,6
5249,37,57,5,1
20368,37,54,19,7
8718,37,51,8,17
102538,37,50,5,1
20895,37,50,4,1
547,37,48,7,7
36696,37,47,11,11
16121,37,47,4,8
68238,37,46,2,1
21743,37,45,8,5
55762,37,44,8,18
37094,37,44,7,3
7658,37,44,1,6
80855,37,43,17,5
96566,37,43,9,9
8168,37,43,6,13
39068,37,43,1,22
2752,37,42,5,4
54972,37,42,4,8
53362,37,42,4,5
19781,37,42,2,10
17095,37,41,3,5
51407,37,41,3,4
38254,37,41,2,4
90169,37,40,4,16
51441,37,40,3,4
50990,37,40,3,4
51911,37,39,4,4
7910,37,39,2,1
102715,37,39,1,7
51442,37,38,3,4
50978,37,38,3,4
818,37,38,2,17
30403,37,37,13,8
51907,37,37,4,4
51451,37,37,3,4
51446,37,37,3,4
51897,37,36,4,7
51944,37,36,3,4
1378,37,36,2,16
20049,37,35,45,67
70678,37,35,10,35
51854,37,35,4,4
51943,37,35,3,5
50955,37,35,3,4
51922,37,35,3,4
51483,37,34,3,4
51938,37,34,3,4
50953,37,34,3,4
73104,37,34,1,22
51378,37,33,3,4
51425,37,33,3,4
50958,37,33,3,4
51436,37,33,3,4
51881,37,32,5,4
49460,37,32,5,3
52032,37,32,3,4
51940,37,32,3,4
51392,37,32,3,4
21629,37,31,9,33
91453,37,31,4,25
51876,37,31,4,4
51849,37,31,4,4
51905,37,31,3,4
51450,37,31,3,4
86801,37,31,1,9
62786,37,31,1,5
114856,37,30,11,13
51899,37,30,5,4
32829,37,30,4,14
51878,37,30,4,4
51872,37,30,4,4
52029,37,30,3,5
37733,37,30,3,1
86696,37,29,113,134
55771,37,29,7,22
51874,37,29,4,4
51931,37,29,3,4
55732,37,29,3,1
19702,37,29,1,3
59839,37,28,4,5
115304,37,27,17,9
14983,37,27,5,1
52020,37,27,3,6
52006,37,27,3,4
38914,37,27,2,28
49826,37,27,2,4
38948,37,27,1,25
87868,37,27,1,10
66403,37,26,11,10
51952,37,26,3,7
59986,37,26,2,1
79712,37,25,9,4
17678,37,25,6,7
42302,37,25,1,4
48923,37,23,51,92
18584,37,23,16,45
42583,37,23,15,73
38235,37,23,5,25
38232,37,23,4,23
38577,37,23,3,24
64600,37,22,12,51
48868,37,22,10,6
95447,37,22,3,11
72089,37,22,2,6
98356,37,22,1,7
73995,37,22,1,4
78947,37,22,1,2
71382,37,21,9,16
100724,37,21,3,3
69438,37,21,1,14
29025,37,21,1,1
47934,37,20,5,57
92163,37,20,5,4
51039,37,20,4,5
38562,37,20,2,29
38861,37,19,11,33
28510,37,19,6,70
39032,37,19,3,33
16265,37,19,3,3
38843,37,19,2,39
459,37,19,2,5
42197,37,19,2,2
2723,37,19,2,1
38936,37,19,1,44
32342,37,18,61,90
52465,37,18,7,5
114752,37,18,4,2
19429,37,18,2,2
38560,37,18,1,38
38190,37,18,1,27
38851,37,17,12,28
63277,37,17,6,10
12087,37,17,1,6
41225,37,16,6,19
3286,37,16,2,4
76826,37,16,1,4
100711,37,15,3,13
68569,37,15,2,1
12825,37,15,1,35
41346,37,15,1,2
10889,37,15,1,1
34533,37,14,7,23
19895,37,14,7,9
19088,37,14,5,5
20366,37,14,4,9
107794,37,13,17,52
49916,37,13,7,3
38658,37,13,1,25
72508,37,13,1,1
23221,37,12,14,40
79088,37,12,11,11
3116,37,12,7,4
96960,37,12,5,9
11464,37,12,2,1
27375,37,11,6,21
21095,37,11,4,4
83779,37,11,1,4
28524,37,11,1,2
98415,37,10,10,7
54789,37,10,2,1
55571,37,10,1,3
57163,37,10,1,1
95508,37,9,3,5
36507,37,9,2,14
114596,37,9,2,2
9615,37,9,1,2
70580,37,8,16,17
112607,37,8,8,12
112583,37,8,7,13
75063,37,8,4,13
46242,37,8,2,9
30866,37,8,2,8
33146,37,8,2,2
56197,37,8,2,1
18637,37,8,1,7
18962,37,7,9,5
24060,37,7,6,15
48555,37,7,5,2
57473,37,7,4,37
29082,37,7,3,3
7877,37,7,2,5
112644,37,7,2,4
67480,37,7,2,2
44976,37,7,1,10
32038,37,7,1,2
22071,37,6,7,23
20079,37,6,4,3
889,37,6,2,2
103085,37,6,2,1
39996,37,6,1,7
40251,37,5,23,36
8525,37,5,17,18
11677,37,5,2,92
112636,37,5,1,4
81557,37,5,1,1
34065,37,4,4,53
29504,37,4,4,1
53894,37,4,3,1
17445,37,4,2,7
54884,37,4,2,4
27440,37,4,2,1
12774,37,3,5,5
62216,37,3,5,5
60761,37,3,5,5
79644,37,3,3,2
80944,37,3,1,14
17310,37,2,4,5
99274,37,2,4,1
27619,37,2,2,13
31642,37,2,1,4
88418,37,2,1,2
109150,37,2,1,2
31139,37,2,1,1
48720,37,1,2,30
73643,37,1,1,1
105256,36,284,6,108
64056,36,276,7,93
28341,36,250,24,89
15631,36,181,20,53
46518,36,174,16,142
25768,36,144,4,5
40801,36,143,2,6
96121,36,135,2,6
77747,36,133,1,1
25958,36,128,4,6
76030,36,119,1,34
111961,36,114,1,9
75401,36,109,1,19
21014,36,103,14,15
4305,36,99,8,9
55422,36,98,3,14
101702,36,96,3,33
100693,36,89,1,4
53984,36,87,9,23
55437,36,87,3,6
46477,36,84,2,4
21363,36,84,1,7
98934,36,83,1,3
14902,36,75,5,11
15656,36,75,4,12
29058,36,71,3,7
4539,36,70,12,23
73824,36,70,11,7
4891,36,68,5,4
5216,36,67,6,8
15053,36,63,9,4
18834,36,62,3,88
28378,36,61,3,3
7523,36,60,2,6
86371,36,59,29,34
28371,36,59,3,3
28357,36,59,1,2
36331,36,58,45,83
84853,36,55,1,17
82738,36,54,4,7
66310,36,53,1,4
73683,36,52,2,9
37486,36,52,1,8
54885,36,51,10,60
18372,36,51,1,13
49702,36,50,4,6
3497,36,50,1,5
80863,36,49,28,10
5327,36,49,2,16
64985,36,48,11,18
85020,36,48,2,1
73723,36,47,4,7
33316,36,47,4,6
99669,36,47,2,1
18560,36,46,2,10
93391,36,45,1,2
7642,36,43,2,5
1291,36,42,31,28
90730,36,42,1,12
22778,36,42,1,1
51001,36,41,3,4
55794,36,41,1,12
20533,36,41,1,2
29644,36,40,16,12
8308,36,40,7,24
51449,36,40,3,4
98984,36,39,12,35
32046,36,39,9,63
99217,36,39,4,25
51397,36,39,3,4
63775,36,39,1,5
51388,36,38,7,6
863,36,38,3,17
51456,36,38,3,4
51395,36,37,3,4
50972,36,37,3,4
76322,36,37,1,5
51435,36,36,3,4
50952,36,36,3,4
64562,36,36,2,7
27833,36,36,2,4
39791,36,36,1,3
3088,36,35,20,1
21961,36,35,18,11
55758,36,35,11,22
51439,36,35,3,4
12005,36,35,1,2
17486,36,34,7,3
50977,36,34,3,4
50960,36,34,3,4
66929,36,34,2,18
100633,36,33,25,16
51888,36,33,4,4
51861,36,33,4,4
51937,36,33,3,4
102852,36,33,2,1
11689,36,32,9,2
51908,36,32,4,4
52025,36,32,3,6
51966,36,32,3,4
51923,36,32,3,4
4120,36,32,2,13
32862,36,31,11,48
51879,36,31,4,4
51998,36,31,3,7
51984,36,31,3,7
51976,36,31,3,4
51475,36,31,3,4
24472,36,31,2,6
31997,36,30,7,8
51389,36,30,4,4
52004,36,30,3,4
13741,36,30,3,3
70747,36,30,2,3
7521,36,29,6,8
51942,36,29,3,4
84447,36,29,1,2
89932,36,29,1,2
95403,36,28,26,34
23337,36,28,3,5
51934,36,28,3,4
51963,36,28,3,4
24903,36,28,1,12
35073,36,28,1,5
28691,36,27,4,2
51950,36,27,3,4
51914,36,27,3,4
103431,36,27,1,14
56105,36,26,5,6
10628,36,26,4,110
51894,36,26,4,6
51850,36,26,4,4
51433,36,26,3,4
37698,36,26,1,2
23549,36,25,6,2
109194,36,25,4,7
51903,36,25,4,4
55651,36,25,1,13
58760,36,25,1,5
31153,36,24,9,21
103061,36,24,8,9
49994,36,24,2,11
78517,36,23,72,77
77115,36,23,30,37
28148,36,23,9,11
99066,36,23,4,126
38233,36,23,4,24
71977,36,23,1,1
58487,36,23,1,1
38243,36,22,5,26
7463,36,22,4,19
78491,36,22,2,2
40305,36,22,1,1
39040,36,21,4,31
47950,36,21,4,5
40209,36,21,2,4
84942,36,20,106,60
114201,36,20,9,2
63485,36,20,4,11
83136,36,20,2,2
6754,36,19,9,8
13330,36,19,7,59
104272,36,19,7,30
38291,36,19,4,31
39035,36,19,4,30
1035,36,19,3,2
25171,36,19,1,7
75246,36,19,1,4
62784,36,19,1,3
57508,36,18,5,7
58666,36,18,5,1
50323,36,18,4,2
81606,36,18,4,2
20201,36,18,3,1
10025,36,18,3,1
83045,36,17,17,26
7619,36,17,9,4
16359,36,17,7,1
37616,36,17,4,7
47955,36,17,3,6
38852,36,17,2,34
38555,36,17,2,31
68827,36,17,2,6
97882,36,16,26,35
38586,36,16,14,34
63128,36,16,7,10
17993,36,16,6,6
47270,36,16,4,4
107218,36,15,13,15
5642,36,15,7,5
21133,36,15,3,4
47509,36,15,2,6
115616,36,15,1,15
43087,36,15,1,8
109878,36,15,1,3
67989,36,15,1,3
100873,36,15,1,1
115264,36,14,26,6
47277,36,14,4,7
2234,36,14,3,6
36009,36,14,1,6
48342,36,14,1,3
93530,36,14,1,1
4439,36,13,8,3
1920,36,13,8,1
11258,36,13,6,15
66333,36,13,4,1
58050,36,13,2,2
78075,36,12,4,6
18853,36,12,3,3
95602,36,12,3,2
59330,36,12,2,10
5702,36,11,5,5
72857,36,11,4,1
74287,36,11,2,4
60527,36,11,1,7
20914,36,11,1,1
24264,36,10,9,3
27586,36,10,7,23
7071,36,10,5,6
40179,36,10,5,1
59685,36,10,3,13
83861,36,10,3,5
97487,36,10,1,3
88645,36,10,1,1
18045,36,9,12,5
27609,36,9,5,25
112928,36,9,1,6
87170,36,8,3,8
97194,36,8,1,8
35496,36,8,1,5
67920,36,7,17,18
26219,36,7,5,10
5701,36,7,4,1
86410,36,7,2,6
25742,36,7,2,5
42607,36,7,1,1
37762,36,6,20,27
839,36,6,7,6
13758,36,6,4,4
59344,36,6,2,2
15922,36,6,1,1
2301,36,5,12,12
17650,36,5,9,2
27785,36,5,2,1
61024,36,4,7,8
65165,36,4,6,5
43329,36,4,1,6
62815,36,4,1,1
70742,36,3,15,15
77567,36,3,4,4
36936,36,3,4,4
47614,36,3,2,2
14787,36,3,2,2
100867,36,3,1,7
1150,36,3,1,1
76968,36,2,8,10
14220,36,2,8,3
65208,36,2,7,18
13339,36,2,7,5
84168,36,2,5,5
27324,36,2,3,6
23105,36,2,2,3
19404,36,2,2,3
3013,36,2,2,2
42820,36,2,1,1
64362,36,1,6,5
27471,36,1,4,24
25600,36,1,2,4
72919,36,1,1,7
6967,36,1,1,2
52841,36,1,1,1
10280,36,1,1,1
9989,35,752,26,240
7492,35,728,26,241
8213,35,308,1,1
99151,35,191,3,13
1200,35,187,6,10
56974,35,175,2,1
32099,35,160,9,6
93877,35,154,9,60
35278,35,147,71,167
81890,35,133,2,1
58065,35,129,3,3
90966,35,129,1,1
4427,35,127,3,9
67444,35,124,1,11
21386,35,121,1,7
69663,35,104,1,5
15573,35,101,20,10
50446,35,97,3,1
75023,35,90,1,1
40535,35,89,2,3
4322,35,86,2,1
2374,35,86,1,2
16750,35,84,49,57
112203,35,84,16,2
98374,35,79,1,1
39201,35,77,2,14
758,35,76,3,2
15431,35,75,25,21
33102,35,74,4,6
100928,35,74,3,2
24156,35,73,4,3
98359,35,67,1,1
15236,35,66,2,3
3865,35,64,18,10
2450,35,64,13,5
2408,35,63,11,6
59620,35,63,1,1
112030,35,61,1,5
7573,35,60,2,8
19348,35,59,4,1
81305,35,59,3,1
66061,35,59,1,5
31929,35,57,2,5
9938,35,56,97,11
74534,35,56,1,2
39637,35,55,5,7
21832,35,53,8,4
53764,35,53,4,9
17804,35,51,8,61
9848,35,48,3,8
29389,35,45,8,4
7584,35,45,7,16
14565,35,44,12,9
12378,35,44,8,11
39066,35,44,2,26
8539,35,42,3,17
67842,35,41,26,29
60399,35,41,12,10
1656,35,41,10,6
30552,35,40,17,1
55039,35,40,7,15
56161,35,40,6,2
13445,35,39,8,2
19169,35,39,4,1
827,35,39,3,17
1462,35,39,3,17
50957,35,39,3,4
67598,35,38,10,25
3220,35,38,5,27
90334,35,38,4,4
52002,35,38,3,5
50985,35,37,3,4
4406,35,37,2,17
108517,35,37,2,2
25809,35,36,6,9
50986,35,36,3,4
51967,35,36,3,4
51886,35,35,5,4
840,35,35,4,16
51991,35,35,3,7
9838,35,35,2,6
80580,35,34,10,13
51896,35,34,5,7
54192,35,34,5,5
102184,35,34,1,3
23606,35,33,5,4
51987,35,33,3,7
52014,35,33,3,5
59138,35,33,2,27
29841,35,32,7,8
3903,35,32,5,9
51862,35,32,4,4
52030,35,32,3,5
24131,35,32,3,4
18731,35,32,2,5
55770,35,32,1,10
94391,35,31,9,3
51841,35,31,3,4
94772,35,31,2,4
8781,35,30,34,47
51904,35,30,4,4
51964,35,30,3,4
52023,35,29,3,6
52011,35,29,3,5
52015,35,29,3,4
51913,35,29,3,4
97580,35,29,2,11
73704,35,28,9,27
51889,35,28,4,4
52001,35,28,3,5
51949,35,28,3,4
51968,35,28,3,4
5486,35,28,1,2
50563,35,27,7,6
34827,35,27,5,5
51858,35,27,4,4
12880,35,26,11,12
9466,35,26,6,20
25448,35,26,5,8
107417,35,26,4,23
100330,35,26,4,3
69860,35,26,1,2
16648,35,25,19,10
17567,35,25,9,4
22304,35,25,7,27
25802,35,25,3,6
51844,35,25,3,4
61950,35,25,2,4
83991,35,25,1,1
2518,35,24,26,36
38242,35,24,3,24
25009,35,24,2,1
9887,35,23,12,2
5783,35,23,7,1
48270,35,23,4,5
38656,35,23,2,26
17612,35,23,2,3
38246,35,22,6,23
54197,35,22,3,3
94650,35,22,2,11
105716,35,21,63,129
33490,35,21,5,3
20345,35,21,2,5
61393,35,20,8,8
180,35,20,7,1
42800,35,20,4,10
88717,35,19,7,7
38304,35,19,6,30
38308,35,19,4,30
15072,35,19,4,27
38281,35,19,3,29
15797,35,19,3,1
39393,35,19,1,40
38639,35,19,1,33
32554,35,18,11,16
9630,35,18,7,95
37528,35,18,4,2
38609,35,18,1,24
17620,35,17,5,2
18659,35,17,4,10
84071,35,17,3,8
99883,35,17,2,2
38602,35,17,1,32
75166,35,17,1,2
111401,35,17,1,1
11449,35,16,9,21
5933,35,16,4,4
73899,35,16,3,3
17740,35,16,3,3
59632,35,15,13,35
29794,35,15,13,27
29007,35,15,9,16
2809,35,15,6,3
42990,35,15,3,3
38681,35,15,1,25
98217,35,15,1,6
77330,35,15,1,5
52858,35,14,5,4
25364,35,14,4,1
23388,35,14,3,1
47513,35,14,2,3
60332,35,14,2,3
51769,35,13,2,4
18598,35,13,2,3
18291,35,13,1,2
67927,35,13,1,2
21027,35,12,12,10
107110,35,12,2,9
56278,35,12,2,3
63251,35,12,1,1
25054,35,11,7,19
30854,35,11,2,2
57145,35,11,2,1
3385,35,11,1,7
63632,35,11,1,4
91825,35,11,1,1
109204,35,10,6,2
1545,35,10,5,2
104647,35,10,1,2
7937,35,9,36,78
68563,35,9,17,18
100898,35,9,9,3
5749,35,9,5,1
80026,35,9,4,1
